ID_TA;cuisines;price;price_min;price_max;price_range;work_hours;time_break;work_day_in_week;latitude;longitude;rank;over_rank;reviews_cnt
d8659293;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8388460;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8736326;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12932686;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3188499;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1889500;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5243280;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8597894;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10346994;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4960222;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2001650;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1519230;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7284331;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6767663;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4444580;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4541294;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6869056;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4996241;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12926577;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8339868;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7352937;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1009788;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1092717;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d7123900;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3444631;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2171562;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10080172;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5530882;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6849080;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3695854;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5851549;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9562206;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1148072;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8829814;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1900721;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8545878;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12318304;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6475620;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10172969;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3488670;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d11958337;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4170110;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8732377;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12682861;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1479710;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2445979;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9736309;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8636407;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8633173;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d9742651;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d1503907;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d6413384;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10304788;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4298638;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5798034;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10810625;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4758084;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5122106;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12079447;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d3650346;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d740326;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d5566994;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d801987;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8483549;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10628031;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d693134;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10480552;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d12213063;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2275336;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d8686630;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d13219471;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d2666060;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d10393956;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4325859;{'Gastropub', 'Italian'};;;;;;0.0;;;;;;
d4769806;{'Pub'};;;;;14.0;0.0;7.0;48.15012;17.13386;530.0;1045.0;9.0
d7187598;{'Mexican'};;;;;;0.0;;55.68106;12.58041;1532.0;1970.0;2.0
d9698438;{'Healthy', 'Vegetarian Friendly', 'French', 'European'};$$$$;3036.0;5639.0;2603.0;3.392857142857143;1.0;7.0;48.867294;2.359538;573.0;15767.0;331.0
d781966;{'French', 'European'};$$ - $$$;2603.0;4338.0;1735.0;4.857142857142857;1.0;7.0;48.853672;2.340226;1278.0;15767.0;648.0
d3933255;{'French'};;;;;;0.0;;45.77213;4.80472;2006.0;2613.0;14.0
d5795553;{'Turkish', 'Fast Food', 'Halal', 'Middle Eastern'};$;;;;16.642857142857142;0.0;7.0;;;9706.0;17342.0;27.0
d1579832;{'Thai', 'Indian'};$;;;;;0.0;;51.47319;0.1412;14165.0;17342.0;4.0
d9873614;{'Vegetarian Friendly', 'Thai', 'Vegan Options', 'Indian'};$$ - $$$;;;;;0.0;;59.335827;18.031584;698.0;2787.0;24.0
d1791119;{'Bar', 'French', 'Pub'};$;;;;;0.0;;48.8899;2.34599;9307.0;15767.0;40.0
d2512839;{'Soups', 'Vegan Options', 'Cafe', 'European', 'Vegetarian Friendly'};;;;;5.714285714285714;0.0;7.0;47.371807;8.529242;963.0;1683.0;24.0
d802899;{'European'};$$ - $$$;;;;5.714285714285714;0.0;7.0;48.866257;2.326667;2727.0;15767.0;448.0
d8684732;{'European'};;;;;;0.0;;;;;;
d4770249;{'Barbecue', 'Mediterranean', 'Seafood', 'European', 'Central European'};$$ - $$$;868.0;3470.0;2602.0;7.857142857142857;0.0;7.0;48.14021;17.098558;44.0;1045.0;95.0
d1128980;{'Bar', 'Australian'};$$ - $$$;1136.0;1742.0;606.0;14.0;0.0;7.0;48.206722;16.379906;1013.0;3840.0;152.0
d12345338;{'Bar', 'Australian'};;;;;6.785714285714286;0.0;7.0;;;7847.0;10457.0;1.0
d1234480;{'Asian', 'Vegetarian Friendly', 'Korean'};$$ - $$$;;;;6.0;1.0;7.0;41.900597;12.498076;3599.0;10411.0;118.0
d8461940;{'Asian', 'Korean'};;;;;;0.0;;;;;;
d3709120;{'Healthy', 'Vegetarian Friendly', 'Thai'};$$ - $$$;868.0;1735.0;867.0;4.285714285714286;0.0;7.0;37.98216;23.720013;513.0;2385.0;140.0
d1421103;{'Healthy', 'Thai'};;;;;;0.0;;;;;;
d8059389;{'Healthy', 'Thai'};;;;;;0.0;;59.3239;18.07105;2548.0;2787.0;1.0
d2054436;{'Vegetarian Friendly', 'Gluten Free Options', 'Italian'};$$ - $$$;;;;6.5;1.0;7.0;45.4654;9.16462;810.0;6806.0;483.0
d1057957;{'Vegan Options', 'Catalan', 'Vegetarian Friendly', 'Bar', 'Gluten Free Options', 'Spanish'};$$ - $$$;1735.0;3470.0;1735.0;11.0;0.0;7.0;41.390663;2.159211;1217.0;8784.0;936.0
d13313019;{'Cafe', 'Bar', 'Dessert', 'Italian'};;;;;8.357142857142858;0.0;7.0;41.89187;12.49279;568.0;1038.0;14.0
d12859361;{'Cafe', 'Bar', 'Italian'};;;;;;0.0;;48.86984;2.34793;10996.0;15767.0;9.0
d11838818;{'Cafe', 'Bar', 'Italian'};;;;;;0.0;;;;;;
d13173618;{'Austrian', 'European'};$$ - $$$;;;;;0.0;;48.18954;16.37249;2060.0;3840.0;11.0
d3607622;{'International'};;;;;11.357142857142858;0.0;7.0;;;8588.0;10457.0;13.0
d7740022;{'Japanese', 'Spanish'};$$ - $$$;;;;16.0;0.0;7.0;41.405216;2.193195;4597.0;8784.0;44.0
d1013432;{'British', 'Gluten Free Options', 'International'};$$ - $$$;513.0;3076.0;2563.0;9.428571428571429;0.0;7.0;;;6808.0;17342.0;174.0
d2179529;{'Vegetarian Friendly', 'Dutch', 'Pub', 'European', 'Cafe', 'Bar'};$$ - $$$;;;;15.285714285714286;0.0;7.0;52.37035;4.898258;702.0;3655.0;156.0
d3354307;{'Dutch', 'Pub', 'European', 'Cafe', 'Bar'};;;;;;0.0;;;;;;
d7078642;{'Cafe', 'Bar', 'Italian'};$;;;;14.0;0.0;7.0;41.9093;12.49352;5016.0;10411.0;29.0
d9463141;{'Japanese', 'Thai', 'Vietnamese', 'Asian', 'Chinese'};$$ - $$$;434.0;1301.0;867.0;10.5;0.0;7.0;48.85546;2.269869;7460.0;15767.0;13.0
d9567403;{'Mediterranean', 'Moroccan'};$;;;;;0.0;;48.85409;2.39975;9757.0;15767.0;11.0
d10319064;{'Spanish'};$$ - $$$;;;;10.285714285714286;0.0;7.0;46.063354;14.5449;496.0;548.0;6.0
d5291194;{'Spanish'};;;;;14.428571428571429;0.0;7.0;50.08043;14.45439;3067.0;4683.0;4.0
d5122152;{'Spanish'};;;;;;0.0;;;;;;
d7934160;{'Vegetarian Friendly', 'Mediterranean', 'European'};$$ - $$$;434.0;1388.0;954.0;2.321428571428572;1.0;7.0;48.85147;2.277499;191.0;15767.0;238.0
d7274073;{'Fast Food'};$;;;;7.857142857142857;0.0;7.0;;;7222.0;17342.0;33.0
d7124099;{'Czech', 'European'};;;;;;0.0;;50.06218;14.64171;4183.0;4683.0;1.0
d8529511;{'Vegetarian Friendly', 'Spanish'};$$ - $$$;;;;;0.0;;52.5349;13.408763;1807.0;5679.0;29.0
d10670979;{'French'};$;;;;;0.0;;48.87472;2.342949;8766.0;15767.0;16.0
d733513;{'Italian'};$$ - $$$;2803.0;2803.0;0.0;10.714285714285714;0.0;7.0;;;10165.0;17342.0;14.0
d1223567;{'Italian'};;;;;;0.0;;;;;;
d3543210;{'Japanese', 'Mediterranean', 'Vegan Options', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options', 'Spanish'};$$ - $$$;;;;7.0;1.0;7.0;41.390778;2.135198;1835.0;8784.0;899.0
d4266733;{'Vegetarian Friendly', 'Mediterranean', 'European', 'Italian'};$$ - $$$;;;;;0.0;;48.862747;2.359921;1464.0;15767.0;191.0
d7129162;{'Mediterranean', 'European', 'Italian'};$;;;;9.0;0.0;7.0;;;5903.0;10457.0;6.0
d12661093;{'Mediterranean', 'European', 'Italian'};;;;;;0.0;;;;1625.0;1769.0;2.0
d8522319;{'Mediterranean', 'European', 'Italian'};;;;;;0.0;;;;;;
d1208593;{'Mediterranean', 'European', 'Vegetarian Friendly', 'Greek', 'Gluten Free Options'};$$ - $$$;;;;11.0;0.0;7.0;48.158688;11.545893;94.0;2885.0;267.0
d5312490;{'Vegetarian Friendly', 'Greek', 'Mediterranean', 'European'};$;;;;6.0;0.0;7.0;37.972645;23.753872;27.0;2385.0;449.0
d9568230;{'Italian', 'Vegan Options', 'European', 'Vegetarian Friendly', 'Bar'};$$ - $$$;;;;;0.0;;45.45212;9.175256;1286.0;6806.0;260.0
d4328782;{'Indian', 'Healthy', 'Nepali', 'Italian', 'European', 'Bar'};$$ - $$$;;;;5.142857142857143;0.0;7.0;52.37721;4.894265;67.0;3655.0;1459.0
d6894233;{'Bar', 'European', 'Italian'};;;;;;0.0;;;;;;
d2624871;{'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options', 'Indian'};$$ - $$$;1025.0;3076.0;2051.0;12.0;0.0;7.0;;;49.0;17342.0;101.0
d4606668;{'African', 'Seafood', 'Pub', 'Soups', 'Bar', 'Nigerian'};$$ - $$$;1025.0;2563.0;1538.0;12.0;0.0;7.0;;;5532.0;17342.0;95.0
d5618007;{'Mediterranean', 'Vegan Options', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Spanish'};$$ - $$$;868.0;2603.0;1735.0;10.285714285714286;0.0;7.0;;;2704.0;10457.0;400.0
d5796251;{'Cafe', 'Spanish'};$;;;;;0.0;;;;2975.0;10457.0;50.0
d5448241;{'Vegetarian Friendly', 'Cafe', 'Bar', 'Italian'};$;;;;8.285714285714286;0.0;7.0;45.48299;9.19795;2816.0;6806.0;28.0
d4783334;{'Vegetarian Friendly', 'Mediterranean', 'Seafood', 'European', 'Catalan', 'Spanish'};$;;;;;0.0;;41.381233;2.186979;1438.0;8784.0;345.0
d10310146;{'British', 'Bar', 'Pub'};$$ - $$$;;;;;0.0;;48.87051;2.30316;8235.0;15767.0;28.0
d5949294;{'Quick Bites', 'Vegan Options', 'Asian', 'Vegetarian Friendly', 'Fast Food'};$;;;;12.0;0.0;7.0;59.33433;18.071064;124.0;159.0;53.0
d8660593;{'Asian', 'Japanese', 'Sushi'};$$ - $$$;1301.0;2603.0;1302.0;;0.0;;;;1990.0;4626.0;94.0
d10804801;{'Mediterranean', 'Soups', 'Vegan Options', 'Healthy', 'European', 'Vegetarian Friendly', 'Fast Food', 'Gluten Free Options'};$;521.0;1041.0;520.0;3.571428571428572;0.0;7.0;41.38742;2.130256;2437.0;8784.0;44.0
d803131;{'Central European', 'Gluten Free Options', 'Slovenian', 'European'};$$ - $$$;868.0;3036.0;2168.0;7.142857142857143;0.0;7.0;46.042328;14.468933;89.0;548.0;94.0
d10518737;{'Turkish', 'Fast Food'};$;;;;;0.0;;45.770725;4.864226;61.0;196.0;11.0
d5773001;{'Vegetarian Friendly', 'Chinese'};$$ - $$$;;;;8.571428571428571;0.0;7.0;52.51191;13.297475;2649.0;5679.0;28.0
d5800076;{'French'};$;;;;13.714285714285714;0.0;7.0;48.87541;2.37361;8727.0;15767.0;14.0
d4367002;{'Vegetarian Friendly', 'Pizza', 'Italian'};$;;;;11.857142857142858;0.0;7.0;;;8181.0;17342.0;221.0
d2483344;{'Bar', 'European'};$$ - $$$;;;;17.0;0.0;7.0;52.37595;4.896789;808.0;3655.0;551.0
d8451610;{'Deli', 'Vegan Options', 'Specialty Food Market', 'Vegetarian Friendly', 'Gluten Free Options'};$;;;;;0.0;;;;1.0;3.0;76.0
d6419932;{'Wine Bar', 'Portuguese'};$$ - $$$;;;;7.428571428571429;1.0;7.0;;;253.0;1869.0;170.0
d7953781;{'Egyptian', 'Vegan Options', 'Middle Eastern', 'Vegetarian Friendly', 'Fast Food'};$;260.0;1128.0;868.0;9.857142857142858;0.0;7.0;48.877483;2.295211;5424.0;15767.0;84.0
d11890774;{'Egyptian', 'Fast Food', 'Middle Eastern'};;;;;;0.0;;52.26554;20.98563;2566.0;2793.0;1.0
d7000956;{'Egyptian', 'Fast Food', 'Middle Eastern'};;;;;;0.0;;;;;;
d12674895;{'Indian', 'Middle Eastern', 'Vegan Options', 'Healthy', 'European', 'Vegetarian Friendly', 'Fast Food', 'Fusion', 'Gluten Free Options'};$;174.0;347.0;173.0;7.285714285714286;0.0;7.0;50.05821;19.93216;149.0;1538.0;88.0
d8774312;{'Cafe', 'Chinese'};$$ - $$$;;;;;0.0;;52.53641;13.576488;588.0;650.0;8.0
d11800802;{'Vegetarian Friendly', 'Lebanese', 'Mediterranean', 'Middle Eastern'};$;;;;;0.0;;48.87065;2.30791;8105.0;15767.0;16.0
d8672834;{'Asian', 'Vegetarian Friendly', 'Chinese'};$$ - $$$;;;;6.857142857142857;1.0;7.0;48.197166;16.293451;1328.0;3840.0;23.0
d5796134;{'Italian', 'Mediterranean', 'Vegan Options', 'European', 'Vegetarian Friendly', 'Pizza'};$$ - $$$;1301.0;1735.0;434.0;;0.0;;41.39429;2.158814;3372.0;8784.0;129.0
d8289310;{'Latin', 'Central American', 'Colombian', 'Vegetarian Friendly', 'Spanish'};$;;;;15.142857142857142;0.0;7.0;;;10218.0;17342.0;34.0
d10678477;{'Cafe', 'Irish'};$;260.0;868.0;608.0;5.642857142857143;0.0;7.0;;;170.0;230.0;11.0
d1007908;{'Thai', 'Vegan Options', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;;;;3.7142857142857135;0.0;7.0;;;4098.0;17342.0;101.0
d7937195;{'British', 'Vegan Options', 'European', 'Vegetarian Friendly', 'Bar', 'Gluten Free Options'};$$ - $$$;1538.0;4101.0;2563.0;14.928571428571429;0.0;7.0;;;1274.0;17342.0;456.0
d12966596;{'Mediterranean', 'Healthy', 'Vegetarian Friendly', 'Gluten Free Options', 'Spanish'};$$ - $$$;1301.0;4771.0;3470.0;12.0;0.0;7.0;;;588.0;10457.0;451.0
d5851960;{'Healthy', 'Mediterranean', 'Spanish'};;;;;;0.0;;;;;;
d3913829;{'Belgian', 'European'};$;;;;;0.0;;50.82655;4.3623;1523.0;2364.0;8.0
d12445889;{'Belgian', 'European'};;;;;11.0;0.0;7.0;50.08647;14.41963;2466.0;4683.0;5.0
d1360605;{'Vegetarian Friendly', 'German'};$$ - $$$;;;;;0.0;;52.45309;13.6278;2615.0;5679.0;17.0
d2717154;{'Asian', 'Vegetarian Friendly', 'Japanese', 'Sushi'};$$ - $$$;;;;7.5;1.0;7.0;48.866318;2.376814;4491.0;15767.0;79.0
d8642360;{'Asian', 'Japanese', 'Sushi'};;;;;;0.0;;41.42798;2.1842;5712.0;8784.0;3.0
d12592940;{'Mediterranean', 'Seafood', 'American', 'Vegan Options', 'Gluten Free Options', 'European', 'Italian', 'Vegetarian Friendly', 'Fusion', 'Pizza'};$$ - $$$;;;;12.983333333333333;0.0;7.0;41.894894;12.475065;376.0;10411.0;567.0
d798846;{'Vegetarian Friendly', 'Hungarian', 'Eastern European', 'European', 'International', 'Central European', 'Gluten Free Options'};$$ - $$$;;;;11.5;0.0;7.0;47.50085;19.054869;133.0;2802.0;1645.0
d5029812;{'Hungarian', 'Eastern European', 'European', 'International', 'Central European'};;;;;;0.0;;;;;;
d3332814;{'Cafe', 'Bar', 'Italian'};$$ - $$$;;;;;0.0;;41.890083;12.494644;6034.0;10411.0;168.0
d8020108;{'Indian'};;;;;;0.0;;;;16323.0;17342.0;1.0
d3206568;{'Balti', 'Halal', 'Vegan Options', 'Healthy', 'Indian', 'Asian', 'Vegetarian Friendly', 'Bangladeshi', 'Gluten Free Options'};$$ - $$$;;;;12.0;0.0;7.0;;;73.0;17342.0;3049.0
d9857375;{'Balti', 'Healthy', 'Indian', 'Asian', 'Bangladeshi'};$$$$;;;;1.5;0.0;7.0;;;9087.0;17342.0;12.0
d11595119;{'Pizza', 'Vegan Options'};$$ - $$$;491.0;2373.0;1882.0;9.142857142857142;1.0;7.0;47.40912;8.5449;1348.0;1683.0;11.0
d12322803;{'Asian', 'Soups', 'Vietnamese'};$;;;;9.5;0.0;7.0;48.84064;2.35143;8384.0;15767.0;23.0
d12350248;{'Italian'};;152.0;2121.0;1969.0;6.857142857142857;1.0;7.0;48.22554;16.34487;2900.0;3840.0;4.0
d1109944;{'Vegetarian Friendly', 'Gluten Free Options', 'Mediterranean', 'Spanish'};$$ - $$$;;;;5.214285714285714;1.0;7.0;;;2095.0;10457.0;498.0
d918784;{'Healthy', 'French', 'European'};$$ - $$$;1735.0;2169.0;434.0;6.642857142857143;1.0;7.0;45.757217;4.834768;235.0;2613.0;671.0
d8772965;{'Portuguese', 'European'};;;;;;0.0;;;;4179.0;4626.0;3.0
d1324029;{'Portuguese', 'European'};;;;;;0.0;;;;;;
d6632829;{'Portuguese', 'European'};;;;;;0.0;;;;;;
d11667577;{'Portuguese', 'European'};;;;;;0.0;;;;;;
d12243659;{'Mediterranean', 'Italian'};$$ - $$$;303.0;1551.0;1248.0;;0.0;;50.044735;14.517644;3703.0;4683.0;1.0
d2445499;{'Vegetarian Friendly', 'German', 'European'};$$ - $$$;;;;14.285714285714286;0.0;7.0;52.53989;13.352369;3888.0;5679.0;47.0
d2577881;{'German', 'European'};;;;;;0.0;;;;;;
d11951657;{'Italian'};;;;;3.857142857142857;0.0;7.0;41.86217;12.55517;;;9.0
d751711;{'Swiss', 'French', 'Italian', 'European'};$$ - $$$;;;;16.0;0.0;7.0;46.223133;6.12779;28.0;1353.0;1600.0
d3902868;{'Pizza', 'Italian'};$$ - $$$;;;;6.0;1.0;7.0;;;6618.0;10457.0;64.0
d5487718;{'Italian', 'Southern-Italian', 'Vegan Options', 'Campania', 'European', 'Vegetarian Friendly', 'Pizza', 'Neapolitan'};$$ - $$$;758.0;1894.0;1136.0;14.785714285714286;1.0;7.0;;;6.0;199.0;153.0
d7995801;{'Eastern European'};$$ - $$$;;;;;0.0;;48.14244;17.10919;869.0;1045.0;14.0
d1331796;{'Halal', 'Vegan Options', 'Pakistani', 'Indian', 'Vegetarian Friendly'};$;;;;;0.0;;48.87374;2.3551;5514.0;15767.0;79.0
d8536895;{'Vegetarian Friendly', 'Vegan Options', 'Italian'};$;868.0;2603.0;1735.0;14.714285714285714;0.0;7.0;41.410034;2.137144;3360.0;8784.0;37.0
d1328183;{'Italian'};;;;;;0.0;;45.76283;4.82778;2139.0;2613.0;2.0
d10392913;{'Italian'};$$ - $$$;;;;10.142857142857142;0.0;7.0;;;7756.0;17342.0;36.0
d1097475;{'Italian', 'Mediterranean', 'Northern-Italian', 'Lombard', 'European', 'Vegetarian Friendly', 'Pizza'};$$ - $$$;909.0;1667.0;758.0;7.5;1.0;7.0;45.475327;9.185609;2449.0;6806.0;410.0
d7967318;{'Italian'};$;;;;13.714285714285714;0.0;7.0;45.512222;9.226389;4300.0;6806.0;44.0
d797737;{'Italian', 'Mediterranean', 'Vegan Options', 'European', 'Vegetarian Friendly'};$$$$;2803.0;11136.0;8333.0;9.0;1.0;7.0;47.364574;8.547167;220.0;1683.0;289.0
d2226584;{'Mediterranean', 'Southern-Italian', 'Vegan Options', 'Gluten Free Options', 'Campania', 'Italian', 'Vegetarian Friendly', 'Pizza', 'Neapolitan'};$$ - $$$;1212.0;3106.0;1894.0;7.0;1.0;7.0;41.93748;12.469933;5128.0;10411.0;1224.0
d13174390;{'Mediterranean', 'Southern-Italian', 'Campania', 'Italian', 'Pizza', 'Neapolitan'};;;;;;0.0;;;;;;
d4052905;{'Gluten Free Options', 'Italian'};$$ - $$$;1538.0;3076.0;1538.0;16.285714285714285;0.0;7.0;;;2657.0;17342.0;456.0
d5504724;{'Romana', 'Mediterranean', 'Italian', 'Central-Italian', 'Vegan Options', 'Lazio', 'European', 'Vegetarian Friendly', 'Pizza'};$$ - $$$;758.0;7575.0;6817.0;13.985714285714286;0.0;7.0;41.900597;12.497431;2197.0;10411.0;661.0
d12681857;{'French'};$;;;;;0.0;;48.87244;2.324981;7979.0;15767.0;33.0
d7241440;{'Mediterranean', 'Spanish', 'European'};$$ - $$$;521.0;3470.0;2949.0;19.0;0.0;7.0;;;685.0;10457.0;1851.0
d13094972;{'Mediterranean', 'Vegan Options', 'European', 'Vegetarian Friendly', 'Spanish'};$$ - $$$;;;;;0.0;;48.863605;2.35549;8686.0;15767.0;27.0
d5442784;{'Vegetarian Friendly', 'Cafe'};$;;;;6.142857142857143;0.0;7.0;;;982.0;1769.0;26.0
d4942642;{'Vegetarian Friendly', 'Cafe', 'French'};$;;;;15.857142857142858;0.0;7.0;48.87342;2.37035;5985.0;15767.0;46.0
d2524119;{'Vegetarian Friendly', 'Cafe', 'British'};$;;;;8.214285714285714;0.0;7.0;;;5237.0;17342.0;40.0
d4770241;{'Greek'};;;;;8.571428571428571;0.0;7.0;48.14876;17.11029;944.0;1045.0;3.0
d8797372;{'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options', 'Polish'};$$ - $$$;361.0;1881.0;1520.0;13.0;0.0;7.0;52.24988;21.012732;41.0;2793.0;244.0
d1496204;{'Vegetarian Friendly', 'Swedish', 'Scandinavian'};$$ - $$$;1515.0;3788.0;2273.0;8.5;1.0;7.0;59.341827;18.07714;221.0;2787.0;183.0
d11754798;{'Spanish'};$;1041.0;2603.0;1562.0;6.428571428571429;1.0;7.0;;;6228.0;10457.0;20.0
d4085056;{'Vegetarian Friendly', 'Pizza', 'Vegan Options', 'Italian'};$;;;;7.464285714285714;1.0;7.0;41.85564;12.476744;50.0;10411.0;207.0
d12867794;{'Asian', 'Nepali', 'Tibetan'};$$ - $$$;347.0;1475.0;1128.0;;0.0;;53.58075;9.79201;1506.0;2894.0;15.0
d779921;{'Asian', 'Nepali', 'Tibetan'};;;;;;0.0;;;;;;
d8118086;{'Asian', 'Nepali', 'Tibetan'};;;;;;0.0;;;;;;
d2321047;{'Vegetarian Friendly', 'Vegan Options', 'European', 'Italian'};$$ - $$$;868.0;2603.0;1735.0;18.5;0.0;7.0;41.888905;12.534619;3253.0;10411.0;215.0
d7994738;{'European', 'Italian'};$;;;;9.142857142857142;0.0;7.0;;;11700.0;17342.0;54.0
d10226097;{'European', 'Italian'};;;;;;0.0;;;;;;
d3612769;{'European', 'Italian'};$;260.0;868.0;608.0;7.5;0.0;7.0;48.86;2.349786;3304.0;15767.0;79.0
d697526;{'European', 'Cafe', 'Bar', 'Fast Food', 'Spanish'};$$ - $$$;;;;18.0;0.0;7.0;;;10441.0;10457.0;3036.0
d10619071;{'European', 'Cafe', 'Bar', 'Fast Food', 'Spanish'};;;;;;0.0;;;;;;
d4600226;{'Spanish'};;;;;9.214285714285714;0.0;7.0;;;7184.0;10457.0;2.0
d10064175;{'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options', 'International'};$$ - $$$;;;;14.0;0.0;7.0;;;144.0;4626.0;236.0
d4476199;{'Pub', 'Scandinavian', 'Cafe', 'European', 'Vegetarian Friendly', 'Gluten Free Options'};$$ - $$$;868.0;2169.0;1301.0;;0.0;;60.14595;24.982374;236.0;1392.0;72.0
d9714837;{'Cafe', 'Pub', 'Scandinavian', 'European'};;;;;;0.0;;;;;;
d6403079;{'British', 'Bar', 'European'};$$ - $$$;;;;16.0;0.0;7.0;;;17089.0;17342.0;136.0
d5867903;{'British', 'Bar', 'European'};;;;;;0.0;;41.40837;2.18958;4822.0;8784.0;9.0
d680500;{'Asian', 'Vegetarian Friendly', 'Chinese', 'Cantonese'};$$ - $$$;;;;9.285714285714286;0.0;7.0;;;8681.0;17342.0;1745.0
d12111665;{'Cafe'};$;;;;;0.0;;48.14366;17.11097;17.0;100.0;47.0
d5058767;{'Asian', 'Korean'};$;;;;3.7857142857142856;0.0;7.0;48.84465;2.28432;8342.0;15767.0;14.0
d12949592;{'Indian'};;;;;;0.0;;59.31655;18.008226;1501.0;2787.0;14.0
d13087286;{'Brazilian', 'Steakhouse', 'Gastropub', 'Vegetarian Friendly', 'Fusion'};$$ - $$$;434.0;868.0;434.0;2.2142857142857144;0.0;7.0;;;736.0;1869.0;27.0
d3671977;{'Gastropub', 'Fusion', 'Brazilian', 'Steakhouse'};;;;;;0.0;;;;;;
d1341738;{'Vegetarian Friendly', 'French', 'German'};$$ - $$$;;;;4.714285714285714;0.0;7.0;52.487617;13.352146;464.0;5679.0;207.0
